Name,country_code,iata_code,iata_prefix,iata_accounting,callsign,is international,iosa_registered,iosa_expiry,is_passenger,is_cargo,is_scheduled,total_aircrafts,average_fleet_age,accidents_last_5y,crashes_last_5y,website,twitter,facebook,instagram,linkedin
China Flying Dragon Aviation,CN,,,,FEILONG,N/A,,,1,1,1,49,17.1,,,,,,,
China General Aviation Corp. - CGAC,CN,,,,TONGHANG,N/A,,,,,,,,,,,,,,
China General Aviation,CN,LL,,939,,N/A,,,1,0,1,,,,,,,,,
Air China Inner Mongolia,CN,,,,MENGYUAN,N/A,1,,1,,1,7,7.4,,,,,,,
China Ocean Helicopter Corp. - COHC,CN,,,,CHINAHELICOPTER,N/A,,,1,,,,,,,,,,,
China Postal Airlines,CN,CF,,804,CHINAPOSTA,N/A,1,2025-11-22T00:00:00.000Z,,1,1,27,24.4,,,,,,,
China Southern Airlines Cargo,CN,,,,SOUTHERNCARGO,N/A,,,,1,1,,,,,,,,,
China Southern Airlines,CN,CZ,784,784,CHINASOUTHERN,N/A,1,2025-04-28T00:00:00.000Z,1,1,1,582,7.3,0,0,,,,,
China Southern Airline General Aviation,CN,,,,AEROEAGLE,N/A,,,1,,,,,,,,,,,
China Travel Tours Transportation Services Hong Kong Ltd. (CTTTS),CN,NN,,,,N/A,,,,,,,,,,,,,,
China United Airlines,CN,KN,,822,CHINAUNITED,N/A,0,,1,1,1,53,5.7,0,0,,,,,
China West Air,CN,PN,847,847,WESTCHINA,N/A,1,2025-04-23T00:00:00.000Z,1,1,1,32,5.8,0,0,,,,,
Chinguetti Airlines,MR,,,,CHINGUETTI,N/A,,,,,,,,,,,,,,
Chipola Aviation,US,,,,CHIPOLA,N/A,,,,,,,,,,,,,,
Chodang University,KR,,,,CHODANGFLIGHT,N/A,,,1,,,,,,,,,,,
Choice Airways,US,,,,CHOICEAIR,N/A,,,,,,1,29,,,,,,,
Chong Qing Airlines,CN,OQ,,,CHONGQING,N/A,0,,1,1,1,23,6.6,0,0,,,,,
Christian Konig - Century Airbirds,AT,,,,CENTURYAIRBIRDS,N/A,,,,,,,,,,,,,,
Christman Air System,US,,,,CHRISTMAN,N/A,,,,,,,,,,,,,,
Chrome Air Service,NG,,,,CHROMEAIR,N/A,,,,,,,,,,,,,,
Chrono Jet,CA,,,,MATBLACK,N/A,,,1,1,,,,,,,,facebook.com/chronoaviation,,linkedin.com/company/chrono-aviation
Chrono Aviation,CA,,,,NEEDLE,N/A,0,,1,,,14,24.1,0,0,,,facebook.com/chronoaviation,,linkedin.com/company/chrono-aviation
Chu Kong Passanger Transport,HK,3A*,,28,,N/A,,,,,,,,,,,,,,
Church Aircraft,US,,,,CHURCHAIR,N/A,,,,,,,,,,,,,,
Church Fenton FTU,UK,,,,CHURCHFENTON,N/A,,,,,,,,,,,,,,
CI-Tours,CI,,,,CITOURS,N/A,,,,,,,,,,,,,,
CIAF Leasing,EG,CF*,,,CIAFLEASING,N/A,,,1,,,,,,,,,facebook.com/Ciafleasing-2219670208255177,,
Cimex Enviromental,US,,,,CLEARWAVE,N/A,,,,,,,,,,,,,,
Cinnamon Air,LK,C7,,,CINNAMON,N/A,0,,1,,1,3,18,0,0,,,facebook.com/cinnamonair,instagram.com/cinnamonair,linkedin.com/company/cinnamon-air
Circadian Aviation,US,,,,CIRCADIAN,N/A,,,1,1,,,,,,,,,,
Cirrus Air,US,,,,NITESTAR,N/A,,,,,,,,,,,,,,
Citibank,US,,,,,N/A,,,,,,,,,,,,,,
Citilink Indonesia,ID,QG,,629,SUPERGREEN,N/A,0,,1,,1,50,5.9,1,0,,,facebook.com/citilink,instagram.com/citilink,
CitizenPlane,FR,1L,,,,N/A,,,,,,,,,,,,,,
City Airlines,DE,,,,,N/A,,,,,,,,,,,,,,
Cityjet,IE,WX,689,689,CITYIRELAND,N/A,1,2025-11-22T00:00:00.000Z,1,1,1,2,11,1,0,,,,,linkedin.com/company/cityjet
Civil Aviation Authority of the Czech Republic,CZ,,,,INSPECTOR,N/A,,,1,,,,,,,,,,,
Civil Aviation Authority of the Slovak Republic,SK,,,,CALIMERA,N/A,,,,,,,,,,,,,,
Civil Aviation Authority Of New Zealand,NZ,,,,CIVAIR,N/A,,,,,,,,,,,,facebook.com/CivilAviationNZ,,linkedin.com/company/civil-aviation-authority-of-new-zealand/
CKC Services,US,,,,,N/A,,,,,,,,,,,,,,
Claessens International,UK,,,,CLAESSENS,N/A,,,,,,,,,,,,,,
Clark Aviation,US,,,,CLARKAIR,N/A,,,,,,,,,,,,,,
Class Aviation,MR,,,,RICHAT,N/A,,,,,,,,,,,,,,
Air Class Lineas Aereas,UY,VZ*,762,,ACLA,N/A,,,,,,,,,,,,,,
Classic Jet,LT,,,,CLASSICJET,N/A,0,,1,,,2,13,0,0,,,,,
Clay Lacy Aviation,US,,,,LACY,N/A,,,1,,,67,16.7,,,,,,,
Clic,CO,VE,,,,N/A,,,1,0,1,,,,,,,,,
Clipper Jet,ES,,,,CAPRI,N/A,,,1,0,0,,,,,,,,,
Cloepatra Aviation,EG,,,,CLOEPATRA,N/A,,,,,,,,,,,,,,
Cloud 9 Air charters,ZA,,,,CLOUDNINE,N/A,,,,,,,,,,,,,,
Clowes Estates,UK,,,,CLOWES,N/A,0,,,,,1,7,0,0,,,,instagram.com/clowes_uk/,linkedin.com/company/33188291/admin/
Club Acrobatico Mediterraneo,ES,,,,,N/A,,,,,,,,,,,,,,
Club Aero Vigo,ES,,,,AEROVIGO,N/A,,,,,,,,,,,,,,
Air Club Transportes Aereos,BR,,,,VIABRASIL,N/A,,,,,,,,,,,,,,
CM Airlines,HN,H5,,,,N/A,0,,1,,1,7,32.3,0,0,,,,,
"CM Sair, Compagnie Mauritanienne des Services ET",MR,,,,CEEEMSTAIRS,N/A,,,,,,,,,,,,,,
CMA CGM Air Cargo,FR,2C,3,,FRENCHCARGO,N/A,,,,1,1,,,,,,,,,
CMC Electronics,CA,,,,ESTERLINE,N/A,,,,,,,,,,,,,,linkedin.com/company/cmc-electronics
CNG-Transavia,RU,,,,TRANSGAZ,N/A,,,,,,,,,,,,,,
Coapa Air,MX,,,,COAPA,N/A,,,,,,,,,,,,,,
Coastal Airways,US,,,,SIDAIR,N/A,,,,,,,,,,,,,,
Coastal Air,VI,,457,457,COASTAL,N/A,,,1,1,1,,,,,,,,,
Coastal Air Transport,US,,,,TRANSCOASTAL,N/A,,,,,,,,,,,,,,
Coastal Travels,TZ,CQ,,,COASTELTRAVEL,N/A,,,1,1,1,22,15,,,,,facebook.com/CoastalAviation,instagram.com/fly.coastal/,linkedin.com/company/coastal-aviation
Cobalt Air,US,,,,CHRONOS,N/A,,,,,,,,,,,,,,
Cobham Flight Inspection,UK,,,,CALIBRATOR,N/A,,,1,,,,,,,,,facebook.com/Cobham-Plc-358135530957834,,linkedin.com/company/cobham
Cobham Regional Services,AU,,,,JETEX,N/A,,,,,,,,,,,,facebook.com/Cobham-Plc-358135530957834,,linkedin.com/company/cobham
Cobham Aviation Services,UK,,,,RUSHTON,N/A,0,,,,,1,42,0,0,,,facebook.com/Cobham-Plc-358135530957834,,linkedin.com/company/cobham
Cobham Aviation Services Australia,AU,,,,,N/A,,,,,,,,,,,,,,
Cobham Aviation Services Australia,AU,,,,,N/A,,,1,,,,,,,,,,,
Cobra Aviation,ZA,0C,,,,N/A,,,1,1,1,,,,,,,,,
Cobra Aviation,ZA,,,,STRIKE,N/A,,,1,1,1,,,,,,,,,
Cobra Jet Aviation,EG,,,,COBRAJET,N/A,,,,,,,,,,,,facebook.com/cobrajetorg,,linkedin.com/company/19204680
COBREX Trans,RO,,,,COBREX,N/A,,,1,,,,,,,,,,,
Cochise County Sheriff's Office,US,,,,GERONIMO,N/A,,,,,,,,,,,,facebook.com/CochiseSO,instagram.com/cochisecountysheriff/,
Coin Aviation,ZA,,,,PROTEACOIN,N/A,0,,,,,1,11,0,0,,,facebook.com/Bidvest-Protea-Coin-483375408382194,,linkedin.com/company/11860719/
Coinspectra Aviacion,VE,,,,COAVIATION,N/A,,,,,,,,,,,,,,
Colaereos,EC,,,,COLAEREOS,N/A,,,,,,,,,,,,,,
Colemill Enterprises,US,,,,COLEMILL,N/A,,,,,,,,,,,,,,
Colombe Airline,BF,,,,,N/A,,,,,,,,,,,,,,
Colorful GuiZhou Airlines,CN,GY,661,661,COLORFUL,N/A,0,,1,1,1,11,3.3,0,0,,,,,
Colorful Yunnan General Aviation,CN,,,,COLORJET,N/A,0,,1,,1,2,4,0,0,,,,,
Colt International,US,,,,,N/A,,,,,,,,,,,,,,
Colt Transportes Aereos,BR,,,,COLT,N/A,,,,,,,,,,,,facebook.com/ColtAviation,,
Coltishall FTU,UK,,,,COLT,N/A,,,,,,,,,,,,,,
Columbia Helicopters,US,,,,COLUMBIAHELI,N/A,,,,,,,,,,,,facebook.com/ColumbiaHelicopters,instagram.com/columbia_helicopters/,linkedin.com/company/columbia-helicopters
Air Columbus,UA,,,,AIRCOLUMBUS,N/A,,,,,,1,27,,,,,,,
Columbus Air Transport,US,,,,KAYLER,N/A,,,,,,,,,,,,,,
Colvin Aviation,US,,,,GRASSHOPPEREX,N/A,,,,,,,,,,,,,,
COMAC Shanghai Aircraft Customer Service,CN,,,,COMACEXPRESS,N/A,,,,,,,,,,,,,,
Comair Flight Services - CFS,ZA,,,,GLOBECOM,N/A,,,1,,,,,,,,,facebook.com/flycfs,instagram.com/comairflightservices,linkedin.com/company/comair-flight-services
Comed Group,UK,,,,COMEX,N/A,,,,,,,,,,,,,,
Comercial Aerea,MX,,,,COMERCIALAEREA,N/A,,,,,,,,,,,,,,
Comercial de Aviacion (Comeravia),VE,,,,COMERAVIA,N/A,0,,,,,4,35.3,0,0,,,,,
Comercializacion de Aviacion Ejecutiva,MX,,,,COMEREJECUTIVA,N/A,0,,,,,1,35,0,0,,,,,
Comet Airlines,NG,,,,SUNSPY,N/A,,,,,,,,,,,,,,
Comlux Aruba,AW,CS,,,STARLUX,N/A,,,1,,,,,,,,,,,linkedin.com/company/comlux/
Comlux KZ,KZ,,,,KAZLUX,N/A,,,1,,,4,11.3,,,,,,,
Comlux Malta,MT,,,,LUXMALTA,N/A,,,1,,,10,8.1,,,,,,,linkedin.com/company/comlux/
Comlux San Marino,SM,,,,COMLUX,N/A,,,1,,,,,,,,,,,linkedin.com/company/comlux/
Commair Aviation,UK,,,,COMMODORE,N/A,,,,,,,,,,,,,,
Commandair,VE,,,,COMMANDAIR,N/A,,,,,,,,,,,,,,
Commandement du Transport Aerien Militaire Francais,FR,,,,COTAM,N/A,,,,,,,,,,,,,,
Commander Mexicana,MX,,,,COMMANDERMEX,N/A,,,,,,,,,,,,,,
Commerce Bank,US,,,,COMMERCEBANK,N/A,,,1,,,,,,,,,facebook.com/commercebank,instagram.com/commercebank,linkedin.com/company/commerce_bank
Commercial Aviation Services,US,7U,428,,,N/A,,,0,1,1,,,,,,,,,
Common Sky A & N Luftfahrt,DE,,,,COMMONSKY,N/A,,,,,,,,,,,,,,
Commonwealth Jet Service,US,,,,COMMONWEALTH,N/A,,,,,,,,,,,,,,
Community Airlines,TZ,,,,COMMUNITY,N/A,,,,,,,,,,,,,,
CommuteAir,US,C5,841,841,COMMUTAIR,N/A,1,2025-11-18T00:00:00.000Z,1,1,1,36,15.7,2,0,,,,,
Compagnia Generale Ripreseaeree,IT,,,,COMPRIP,N/A,0,,1,1,,8,32.6,0,0,,,,,linkedin.com/company/5326028
Compagnie Africaine d'Aviation,CD,BU,,883,AFRICAN,N/A,,,,,,,,,,,,facebook.com/caacongo,,
Compagnie Mauritanienne Des Transports,MR,,,,,N/A,,,,,,,,,,,,,,
Compagnie Nationale Naganagani,BF,,,,,N/A,,,,,,,,,,,,,,
Compania Aerea de Servicios Tur Air,ES,,,,TURSERVICE,N/A,,,,,,,,,,,,,,
Compania Aerotecnicas Fotograficas,ES,,,,AEROTECNICAS,N/A,,,,,,,,,,,,,,
Compania de Servicios Aereos (SAESA),ES,,,,SAESA,N/A,,,,,,,,,,,,,,
Compania de Servicios Aereos Tavisa,ES,,,,TAVISA,N/A,,,,,,,,,,,,,,
Compania Ejecutiva,MX,,,,EJECUTIVA,N/A,,,,,,,,,,,,,,
Compania Lineas Aereas Nacionales turisticas (LANTUR),DO,,,,LANTUR,N/A,,,,,,,,,,,,,,
Compania Mexicana de Aeroplanos,MX,,,,AEROPLANOS,N/A,0,,,,,1,39,0,0,,,,,
Compania Transportes Aereos Del Sur,ES,,,,TASHELICOPTEROS,N/A,0,,,,,5,15.8,0,0,,,,,
Compass Air Cargo,BG,HQ,715,,MIGRATOR,N/A,,,0,1,1,,,,,,,,,
Compuflight Operations Service,US,,,,,N/A,,,,,,,,,,,,,,
Compuserve Incorporated,US,,,,,N/A,,,,,,,,,,,,,,
Comunicacion Global Objetivo,ES,,,,OBJETIVO,N/A,,,,,,,,,,,,,,
Conair,CA,,,,FIREGUARD,N/A,0,,1,,,35,35.8,0,0,,,facebook.com/conairaerialfirefighting,instagram.com/conair.aerial.firefighting/,linkedin.com/company/conair-group-inc
Air Condal,ES,,,,CONDAL,N/A,,,,,,,,,,,,,,
Condor Aero Services,US,,,,CONAERO,N/A,,,,,,,,,,,,,,
Condor,DE,DE,881,881,CONDOR,N/A,1,2025-04-29T00:00:00.000Z,1,1,1,35,15.9,0,0,,,facebook.com/CondorAirlinesDE,instagram.com/condorairlines,
Congo Airways,CD,8Z,,582,CONGRESSIONAL,N/A,1,2024-09-22T00:00:00.000Z,,,,3,10.7,0,0,,,,,
Congo Falcon,CG,,,,AFRICAAIRLINES,N/A,,,,,,,,,,,,,,
Coningsby FTU,UK,,,,TYPHOON,N/A,,,1,,,,,,,,,,,
Connect Air,CA,,,,CONNECT,N/A,,,,,,,,,,,,,,
Connectair Charters,CA,,,,BASTION,N/A,,,,,,,,,,,,,,
ConocoPhillips,US,,,,CONOCO,N/A,,,1,,1,,,,,,,facebook.com/conocophillips,instagram.com/conocophillips/,linkedin.com/company/conocophillips
Conquest Airlines,US,,,,CONQUESTAIR,N/A,,,,,,,,,,,,,,
Conquest Air Cargo,US,C4,340,,CHICKPEA,N/A,,,0,1,0,,,,,,,,,
Conroe Aviation Services,US,,,,CONROEAIR,N/A,,,,,,,,,,,,,,
Consorcio Aereo de Xalapa,MX,,,,CONSORCIO,N/A,,,,,,,,,,,,,,
Consorcio Helitec,VE,,,,CONSORCIOHELITEC,N/A,0,,,,,13,31.5,0,0,,,,,
Constanta Airlines,UA,,,,CONSTANTA,N/A,,,1,,,9,39.3,,,,,,,
Air Consul,ES,,,,AIRCONSUL,N/A,,,,,,,,,,,,,,
Air Consul,GQ,,,,AEROCONSUL,N/A,,,,,,,,,,,,,,
Aviation Consultancy Office,AU,,,,,N/A,,,,,,,,,,,,,,
Aviation Consultants,US,,,,,N/A,,,,,,,,,,,,,,
Contact Air,NE,,,,GOBERAIR,N/A,,,1,,,,,,,,,,,
Airline Container Leasing,US,JG*,,,,N/A,,,,,,,,,,,,,,linkedin.com/company/acl-airshop/
Contel ASC,US,,,,,N/A,,,,,,,,,,,,,,
Continental Wings - Comoros Airlines,KM,,,,CONTICOM,N/A,,,,,,,,,,,,,,
Contour Airlines,US,LF,,522,VOLUNTEER,N/A,,,1,,1,,,,,,,facebook.com/contourairlines,instagram.com/iflycontour/,
Convers Avia Airline,RU,,,,CONVERS,N/A,0,,,,,39,27.3,0,0,,,,,
Conviasa,VE,V0,308,308,CONVIASA,N/A,0,,1,1,1,18,10.4,0,0,,,facebook.com/LAConviasa,instagram.com/LAconviasa/,
Cook Inlet Aviation,US,,,,COOKAIR,N/A,,,,,,,,,,,,,,
Cooper Aerial Surveys,UK,,,,SURVEYOR,N/A,,,,,,,,,,,,facebook.com/CooperAerial,instagram.com/cooperaerialsurveysco,linkedin.com/company/137184
Copa Airlines,PA,CM,230,230,COPA,N/A,1,2024-04-08T00:00:00.000Z,1,1,1,43,7.6,0,0,,,facebook.com/copaairlines,instagram.com/copaairlines,
Copenhagen Airtaxi,DK,,,,AIRCAT,N/A,0,,1,,,13,28.3,0,0,,,facebook.com/copenhagenairtaxi,instagram.com/cphairtaxi/,
Copper State Air Service,US,,,,COPPERSTATE,N/A,,,,,,,,,,,,,,
Copterline,EE,,,,COPTERLINE,N/A,,,,,,,,,,,,,,
Copterplus Finland,FI,,,,COPTERPLUS,N/A,,,,,,,,,,,,facebook.com/Copterplus-219074458183387,instagram.com/copterplusfinland/,
Coptrade Air Transport,SD,,,,COPTRADEAIR,N/A,,,,,,,,,,,,,,
Coral Jet,BM,,,,,N/A,,,,,,,,,,,,,,
Coral Jet,KY,,,,CORALJET,N/A,,,,,,,,,,,,,,
Coral Seas Express,SB,,,,,N/A,,,,,,,,,,,,,,
Corendon Dutch Airlines,NL,CD,503,,DUTCHCORENDON,N/A,0,,1,1,,2,14.5,0,0,,,,,
Corendon Airlines Europe,MT,XR,187,187,TOURISTIC,N/A,,,1,1,1,5,9.6,,,,,facebook.com/CorendonNL,instagram.com/corendon/,
Corendon Airlines,TR,XC,395,395,CORENDON,N/A,1,2025-11-18T00:00:00.000Z,1,,1,15,12.6,0,0,,,facebook.com/CorendonNL,instagram.com/corendon/,
Corporacion Aerea Cencor SA de CV,MX,,,,CENCOR,N/A,0,,,,,1,10,0,0,,,,,
Corporacion Aeroangeles,MX,,,,CORPORNAG,N/A,,,,,,,,,,,,,,
Corporacion Centroamericana de Servicios Ge Navegacion Aerea (COCESNA),,,,,,N/A,,,,,,,,,,,,,,
Corporacion Ejecutiva de Transporte Aereo,MX,,,,CORPEJECUTIVA,N/A,,,,,,,,,,,,,,
Corporacion Paraguaya de Aeronautica,PY,,,,,N/A,,,,,,,,,,,,,,
Corporacion Paraguayana de Aeronautica,PY,,,,,N/A,,,,,,,,,,,,,,
Corporate Aircraft Company,US,,,,MOKAN,N/A,,,,,,,,,,,,,,
Corporate Air,US,,,,AIRSPUR,N/A,0,,,1,1,37,29.9,0,0,,,,,
Air Corporate,IT,,,,AIRCORPORATE,N/A,0,,1,,,6,11.5,0,0,,,,,
Corporate Eagle Management Services,US,,,,CLUBHOUSE,N/A,0,,,,,13,18.6,0,0,,,,,
Corporate Air Fleet,US,,,,CATBIRD,N/A,,,,,,,,,,,,,,
Corporate Flight Services,ZA,,,,BLUESQAURE,N/A,,,,,,,,,,,,facebook.com/flycfs,instagram.com/comairflightservices,linkedin.com/company/comair-flight-services
Corporate Flight International,US,,,,VEGASHEAT,N/A,0,,,,,9,7.9,0,0,,,,,
Corporate Jet Management,UK,,,,CHECKMARK,N/A,,,,,,,,,,,,,,
Corporate Jet,US,,,,PEACHJET,N/A,,,,,,,,,,,,,,
Corporate Jets,US,,,,SEAJET,N/A,,,,,,,,,,,,,,
Corporate Air,US,,,,MILLENNIUM,N/A,0,,1,,,10,13.6,0,0,,,facebook.com/corpairllc,instagram.com/corporateairllc,linkedin.com/company/travelredefined
Corporate Aviation Services,US,,,,CHECKMATE,N/A,,,,,,,,,,,,,,
Corporate Air Travel,US,,,,NEOJET,N/A,,,1,,,,,,,,,,,
CorsAir,FR,SS,923,923,CORSAIR,N/A,1,2025-10-26T00:00:00.000Z,1,1,1,5,11.2,0,0,,,facebook.com/CorsairFR,instagram.com/corsairinternational,
Air Corsica,FR,XK,146,146,CORSICA,N/A,1,2025-09-13T00:00:00.000Z,1,1,1,10,14,0,0,,,facebook.com/aircorsica,instagram.com/aircorsicaofficiel/,linkedin.com/company/air-corsica
Cosmo Airlines,ES,,,,BLACKEAGLE,N/A,,,,,,,,,,,,,,
Cosmopolitan Air Operations,MX,,,,COSMER,N/A,,,,,,,,,,,,,,
Costa Airlines,VE,,,,COAIR,N/A,,,,,,,,,,,,,,
Costa Rica Green Airways,CR,,,,GREENAIR,N/A,,,1,,1,,,,,,,facebook.com/crgreenairways,instagram.com/costaricagreenairways/,
Costa Rica GREEN AIRWAYS,CR,GW,,,,N/A,,,1,,1,,,,,,,facebook.com/crgreenairways,instagram.com/costaricagreenairways/,
Air Cote d Ivoire,CI,HF,,483,COTEDIVOIRE,N/A,1,2024-06-30T00:00:00.000Z,1,1,1,9,8.4,,,,,,,
Cougar Helicopters,CA,,,,COUGAR,N/A,,,,1,1,11,11.4,,,,,facebook.com/CougarHelicopters,,linkedin.com/company/cougarhelicopters/
Coulson Aviation,US,,,,COULSON,N/A,0,,1,1,,12,40.5,0,0,,,,,
Courier Services,US,,,,DELIVERY,N/A,,,,,,,,,,,,,,linkedin.com/company/orbit-same-day/
Course-S,RU,,,,ATLAS,N/A,,,,,,,,,,,,,,
Court Helicopters,ZA,,,,COURTAIR,N/A,,,,,,,,,,,,facebook.com/CHCHelicopter,,
Coval Air,CA,,,,COVAL,N/A,,,,,,,,,,,,,,
Cove Aviation,US,,,,COVE,N/A,0,,,,,3,10,0,0,,,facebook.com/coveaviation,,
Cowan Group,US,,,,COWAN,N/A,,,,,,,,,,,,,,
Cowi,DK,,,,COWI,N/A,,,,,,3,40.3,,,,,facebook.com/cowi,instagram.com/v/t51.29350-15/142644401_1066952483816373_8496337093785347452_n.jpg,linkedin.com/company/cowi
Cox Aviacion,MX,,,,COXAVIACION,N/A,,,,,,,,,,,,,,
Coyne Airways,UK,7C*,575,,COYNEAIR,N/A,,,,1,1,,,,,,,facebook.com/coyneairways,,linkedin.com/company/coyne-airways/
CPI Aviation,ZA,,,,TARSIER,N/A,,,,,,,,,,,,,,
Craft Avia Center Sapi de C.V.,MX,,,,AVIACOPTER,N/A,,,,,,,,,,,,,,
Cranfield Flight Training,UK,,,,MOCKINGBIRD,N/A,,,,,,,,,,,,,,
Cranfield Helicopters,UK,,,,ULTRA,N/A,,,,,,,,,,,,,,
Cranfield University,UK,,,,AERONAUT,N/A,,,1,,,3,34.3,,,,,,,
Cranwell FTU,UK,,,,CRANWELL,N/A,,,1,,,,,,,,,,,
Air Creebec,CA,YN,219,219,CREE,N/A,,,1,1,1,18,32.2,2,,,,facebook.com/aircreebec.ca,,
Crelam,MX,,,,CRELAM,N/A,,,,,,,,,,,,,,
Cretan Wings,GR,,,,CRETAN,N/A,,,,,,,,,,,,,,
CRI Helicopters Mexico,MX,,,,HELIMEX,N/A,,,,,,,,,,,,,,
Croatia Airlines,HR,OU,831,831,CROATIA,N/A,1,2025-12-05T00:00:00.000Z,1,1,1,10,14.9,0,0,,,facebook.com/croatiaairlines,instagram.com/croatia.airlines,linkedin.com/company/23549
Croatian Air Force,HR,,,,CROATIANAIRFORCE,N/A,,,,,,70,-67.4,,,,,,,
Croix Rouge Francais,FR,,,,CROIXROUGE,N/A,,,,,,,,,,,,facebook.com/fr.CroixRouge,instagram.com/_u/croixrougefr,
Cronos Airlines Benin,BJ,,,,SPACE,N/A,,,1,1,1,,,,,,,,,
Cronos Airlines,GQ,C8*,,,CRONOS,N/A,,,1,1,1,,,,,,,facebook.com/CronosAir,instagram.com/cronos_airlines/,
Cross Aviation,UK,,,,CROSSAIR,N/A,0,,1,,,1,0,0,0,,,,,
Crow Executive Air,US,,,,CROWEXPRESS,N/A,0,,,,,2,40.5,0,0,,,,,
Crown Air,MX,,,,CROAIR,N/A,,,,,,,,,,,,,,
Crown Airlines,LY,FQ,,,CROWNAIRLINES,N/A,,,1,,1,,,,,,,,,
Crown Airlines,LY,,,,,N/A,,,,,,,,,,,,,,
Crown Air,CZ,,,,AIRCROWN,N/A,,,,,,,,,,,,,,
Crown Air Systems,US,,,,CROWNAIR,N/A,,,,,,,,,,,,,,
Crownair,CA,,,,REGAL,N/A,,,,,,,,,,,,,,
Air Cruzal,AO,,,,AIRCRUZAL,N/A,,,,,,,,,,,,,,
Cryderman Air Service,US,,,,CENTURY,N/A,,,,,,,,,,,,,,
Crystal Air,US,,,,CRYSTALAIR,N/A,,,1,,,,,,,,,facebook.com/crystalcruises,instagram.com/crystalcruises/,
Crystal Thai Airlines,TH,,,,CRYSTALTHAI,N/A,,,,,,,,,,,,,,
CSA Air,US,,,,IRONAIR,N/A,,,,1,1,25,29.4,,,,,,,
CSI Aviation,US,,,,SANDIA,N/A,,,1,1,,,,,,,,facebook.com/CSIAviation,instagram.com/flycsi/,linkedin.com/company/csi-aviation-services-inc./
CSM Aviation,US,,,,TIOGA,N/A,,,1,,,,,,,,,,,
CTK Network Aviation,GH,,,,CITYLINK,N/A,,,,,,,,,,,,,,
CTR Atmospherica Aviation,CZ,,,,ATMOJET,N/A,,,,,,,,,,,,,,
Cubana,CU,CU,136,136,CUBANA,N/A,1,2025-01-29T00:00:00.000Z,1,1,1,7,26.1,0,0,,,facebook.com/AviaciondeCubana,,
Cuerpo Nacional de Policia,ES,,,,ANGEL,N/A,,,,,,,,,,,,,,
Cuerpo Nacional de Policia,ES,,,,,N/A,,,,,,,,,,,,,,
Cumberland Airways,US,,,,CUMBERLAND,N/A,,,,,,,,,,,,,,
Custom Jet Charters,US,,,,CUSTOMJET,N/A,0,,,,,2,16,0,0,,,facebook.com/THE-YACHT-GROUP-1094029920675303,instagram.com/flyprivate_cjc/,
Cutter Aviation,US,,,,CUTTERFLIGHT,N/A,,,1,,,,,,,,,facebook.com/cutteraviation,,linkedin.com/companies/54596
Cygnus Air,ES,,,,CYGNUSAIR,N/A,,,1,1,1,2,28.5,,,,,,,
Cypress Airlines,CA,,,,SKYBIRD,N/A,,,,,,,,,,,,,,
Cyprus Airways,CY,CY,78,78,CYPRUS,N/A,1,2024-04-27T00:00:00.000Z,1,1,1,,,,,,,facebook.com/cyprusairways,instagram.com/cyprusairways/,
Czech Air Force,CZ,,,,CZECHAIRFORCE,N/A,,,1,,,90,18.8,,,,,,,
Czech Government Flying Service,CZ,,,,CZECHIA,N/A,,,,,,,,,,,,,,
Czech Air Handling,CZ,,,,AIRHANDLING,N/A,,,,,,,,,,,,,,
D & D Aviaion,US,,,,DUSTY,N/A,,,,,,,,,,,,,,
D & K Aviation,US,,,,DIRECTJET,N/A,,,,,,,,,,,,,,
Daallo Airlines,DJ,D3,991,991,DALOAIRLINES,N/A,,,1,1,1,,,,,,,facebook.com/flydaallo,instagram.com/flydaallo/,
Daallo Airlines (Somalia),SO,D9,,201,DALO,N/A,,,1,1,,,,,,,,,,
Air Dabia,GM,,,,DANBO,N/A,,,,,,,,,,,,,,
Daimler-Chrysler,US,,,,DAIMLER,N/A,,,,,,,,,,,,,,
Dala Air,KZ,,,,NOMAD,N/A,,,1,,,,,,,,,,,
Dala Air Services,NG,,,,DALAAIR,N/A,,,,,,,,,,,,,,
Dalian Airlines,CN,,,,XIANGJIAN,N/A,1,,1,,1,13,6.8,,,,,,,
Damascene Airlines,SY,,,,DAMASAIR,N/A,,,,,,,,,,,,,,
Dan Air,RO,DN,,,DANAIR,N/A,,,1,1,1,,,,,,,,,
Dana Executive Jets,AE,,,,DANAJET,N/A,0,,,,,1,18,0,0,,,,,
Danbury Airways,US,,,,DANBURYAIRWAYS,N/A,,,,,,,,,,,,,,
Danish Army,DK,,,,DANISHARMY,N/A,,,,,,,,,,,,,,
Danish Air Force,DK,,,,DANISHAIRFORCE,N/A,,,1,,,114,30.4,,,,,,,
Danish Navy,DK,,,,DANISHNAVY,N/A,,,,,,,,,,,,,,
Danube-Air,HU,,,,DOVE,N/A,,,,,,,,,,,,,,
DAP Helicopteros,CL,,,,HELIDAP,N/A,,,,,,7,38.6,,,,,facebook.com/GrupoDap,instagram.com/dap_grupo,
Darik Sky,BG,,,,DIMA,N/A,,,,,,,,,,,,,,
Darwin travel Technology,IN,N1,,,,N/A,,,,,,,,,,,,,,
DAS Private Jets,DE,,,,PRIVATEJET,N/A,,,1,,,,,,,,,,,
DAS Nordisk,HK,DS*,,,,N/A,,,,,,,,,,,,,,
Dasab Airlines,NG,,,,DASABAIR,N/A,,,,,,,,,,,,,,
